0162, 1, 0, 1
0163, 1, 0, 1
0164, 2, 2, 2
0165, 2, 0, 1
0166, 1, 1, 2
0167, 2, 2, 2
0168, 0, 1, 2
0169, 1, 2, 1
0170, 1, 1, 2
0171, 1, 0, 0
0172, 1, 0, 1
0173, 0, 2, 0
0174, 0, 2, 0
0175, 1, 0, 0
0176, 2, 1, 1
0177, 0, 0, 0
0178, 0, 1, 1
0179, 2, 0, 1
0180, 2, 0, 2
0181, 2, 2, 0
0182, 0, 2, 1
0183, 2, 2, 0
0184, 1, 2, 1
0185, 2, 0, 0
0186, 0, 0, 2
0187, 0, 0, 2
0188, 2, 2, 0
0189, 0, 0, 2
0190, 0, 2, 1
0191, 0, 1, 0
0192, 1, 1, 0
0193, 1, 0, 2
0194, 0, 2, 1
0195, 2, 1, 0
0196, 2, 0, 1
0197, 2, 1, 2
0198, 0, 0, 0
0199, 2, 0, 1
0200, 0, 1, 1
0201, 2, 2, 0
0202, 2, 0, 0
0203, 2, 1, 1
0204, 2, 0, 2
0205, 1, 2, 2
0206, 0, 1, 2
0207, 0, 0, 2
0208, 1, 0, 1
0209, 0, 0, 0
0210, 1, 0, 1
0211, 2, 0, 1
0212, 1, 1, 2
0213, 2, 0, 2
0214, 1, 2, 2
0215, 2, 2, 0
0216, 1, 1, 0
0217, 2, 2, 2
0218, 0, 0, 0
0219, 0, 2, 2
0220, 0, 0, 0
0221, 0, 1, 0
0222, 0, 0, 0
0223, 2, 2, 0
0224, 2, 0, 1
0225, 1, 0, 1
0226, 1, 0, 2
0227, 2, 2, 2
0228, 1, 2, 1
0229, 0, 2, 1
0230, 2, 0, 2
0231, 0, 0, 0
0232, 0, 0, 0
0233, 1, 1, 2
0234, 1, 0, 1
0235, 0, 1, 2
0236, 1, 2, 0
0237, 0, 0, 1
0238, 2, 0, 1
0239, 0, 2, 2
0240, 0, 0, 1
0241, 1, 1, 1
0242, 2, 0, 0
0243, 1, 2, 1
0244, 2, 0, 2
0245, 2, 2, 1
0246, 2, 0, 2
0247, 0, 1, 1
0248, 0, 0, 1
0249, 2, 1, 0
0250, 1, 2, 0
0251, 2, 0, 0
0252, 2, 1, 1
0253, 1, 0, 1
0254, 2, 0, 2
0255, 1, 0, 2
0256, 1, 0, 2
0257, 2, 2, 0
0258, 0, 1, 1
0259, 1, 2, 2
0260, 1, 2, 0
0261, 2, 2, 0
0262, 0, 0, 1
0263, 1, 1, 2
0264, 0, 0, 2
0265, 2, 2, 1
0266, 1, 0, 1
0267, 2, 0, 2
0268, 2, 2, 0
0269, 1, 2, 1
0270, 2, 2, 2
0271, 1, 0, 0
0272, 1, 1, 1
0273, 0, 1, 1
0274, 1, 0, 2
0275, 0, 1, 0
0276, 1, 1, 0
0277, 1, 0, 2
0278, 1, 1, 0
0279, 0, 2, 2
0280, 1, 0, 0
0281, 1, 0, 2
0282, 0, 0, 2
0283, 0, 0, 2
0284, 1, 2, 2
0285, 2, 2, 1
0286, 2, 0, 0
0287, 2, 0, 2
0288, 1, 0, 0
0289, 0, 2, 0
0290, 1, 1, 1
0291, 2, 0, 1
0292, 1, 1, 2
0293, 2, 0, 2
0294, 0, 2, 0
0295, 2, 0, 0
0296, 2, 0, 2
0297, 2, 2, 0
0298, 1, 2, 1
0299, 1, 2, 1
0300, 2, 0, 2
0301, 2, 0, 0
0302, 2, 1, 0
0303, 2, 2, 2
0304, 0, 1, 0
0305, 1, 0, 2
0306, 2, 1, 1
0307, 1, 1, 1
0308, 2, 0, 0
0309, 1, 2, 0
0310, 0, 2, 2
0311, 2, 0, 2
0312, 2, 0, 2
0313, 1, 2, 1
0314, 1, 2, 0
0315, 0, 1, 0
0316, 1, 2, 1
0317, 2, 1, 0
0318, 2, 1, 2
0319, 2, 2, 2
0320, 1, 2, 2
0321, 0, 2, 0
0322, 2, 0, 1
0323, 1, 0, 0
0324, 2, 0, 0
0325, 2, 2, 1
0326, 1, 1, 0
0327, 0, 0, 0
0328, 2, 1, 2
0329, 1, 1, 1
0330, 0, 2, 0
0331, 0, 2, 2
0332, 1, 2, 0
0333, 1, 1, 0
0334, 2, 2, 1
0335, 2, 0, 1
0336, 2, 2, 0
0337, 1, 0, 0
0338, 1, 2, 0
0339, 0, 0, 0
0340, 2, 0, 2
0341, 2, 0, 1
0342, 0, 0, 1
0343, 1, 0, 1
0344, 0, 2, 0
0345, 1, 0, 2
0346, 1, 0, 1
0347, 1, 0, 0
0348, 0, 2, 2
0349, 1, 1, 0
0350, 2, 2, 0
0351, 1, 2, 0
0352, 0, 0, 2
0353, 0, 0, 2
0354, 1, 2, 1
0355, 1, 1, 1
0356, 0, 1, 2
0357, 1, 1, 1
0358, 0, 2, 2
0359, 0, 0, 1
0360, 2, 1, 1
0361, 2, 2, 1
0362, 1, 0, 1
0363, 2, 0, 0
0364, 2, 0, 2
0365, 2, 2, 2
0366, 0, 2, 2
0367, 2, 0, 0
0368, 0, 2, 1
0369, 2, 1, 2
0370, 2, 2, 0
0371, 1, 0, 1
0372, 2, 0, 1
0373, 0, 0, 1
0374, 2, 2, 2
0375, 2, 2, 0
0376, 0, 2, 0
0377, 2, 1, 2
0378, 1, 0, 2
0379, 0, 1, 0
0380, 1, 1, 0
0381, 0, 0, 2
0382, 2, 1, 1
0383, 1, 0, 2
0384, 0, 2, 1
0385, 1, 2, 0
0386, 0, 1, 1
0387, 1, 2, 1
0388, 2, 1, 2
0389, 2, 0, 1
0390, 0, 0, 0
0391, 2, 2, 0
0392, 1, 1, 1
0393, 0, 2, 0
0394, 2, 2, 2
0395, 2, 0, 0
0396, 2, 1, 2
0397, 1, 2, 1
0398, 0, 2, 2
0399, 1, 2, 1
0400, 1, 2, 0
0401, 0, 0, 2
0402, 2, 1, 1
0403, 2, 0, 2
0404, 1, 2, 2
0405, 2, 0, 0
0406, 1, 0, 0
0407, 0, 2, 2
0408, 0, 2, 1
0409, 2, 1, 1
0410, 0, 2, 2
0411, 2, 1, 2
0412, 1, 0, 1
0413, 1, 0, 2
0414, 1, 2, 0
0415, 1, 1, 1
0416, 1, 0, 1
0417, 2, 2, 0
0418, 2, 0, 0
0419, 2, 2, 0
0420, 1, 2, 1
0421, 0, 0, 1
0422, 0, 2, 1
0423, 2, 0, 1
0424, 2, 2, 2
0425, 0, 0, 2
0426, 2, 0, 0
0427, 0, 0, 0
0428, 1, 1, 1
0429, 0, 0, 0
0430, 2, 1, 1
0431, 2, 0, 2
0432, 0, 0, 1
0433, 0, 1, 2
0434, 2, 1, 0
0435, 2, 2, 2
0436, 0, 0, 0
0437, 1, 2, 1
0438, 0, 1, 1
0439, 1, 2, 1
0440, 1, 2, 2
0441, 1, 1, 1
0442, 2, 2, 1
0443, 1, 0, 2
0444, 2, 1, 2
0445, 0, 1, 2
0446, 1, 1, 1
0447, 1, 0, 1
0448, 1, 0, 1
0449, 2, 1, 0
0450, 2, 2, 0
0451, 2, 2, 1
0452, 1, 1, 0
0453, 1, 2, 0
0454, 2, 1, 2
0455, 0, 1, 2
0456, 2, 2, 0
0457, 0, 2, 2
0458, 2, 2, 0
0459, 1, 1, 0
0460, 0, 1, 0
0461, 1, 2, 1
0462, 1, 0, 1
0463, 1, 0, 1
0464, 0, 1, 1
0465, 1, 2, 1
0466, 0, 2, 2
0467, 2, 2, 1
0468, 1, 2, 1
0469, 0, 2, 0
0470, 0, 2, 0
0471, 2, 1, 1
0472, 2, 0, 1
0473, 2, 1, 2
0474, 2, 2, 0
0475, 0, 1, 1
0476, 1, 1, 1
0477, 1, 1, 1
0478, 1, 0, 1
0479, 2, 2, 0
0480, 1, 1, 1
0481, 0, 1, 1
0482, 0, 0, 1
0483, 2, 2, 2
0484, 0, 2, 1
0485, 2, 1, 2
0486, 2, 2, 1
0487, 2, 0, 2
0488, 1, 0, 2
0489, 2, 2, 2
0490, 1, 2, 1
0491, 2, 2, 0
0492, 2, 2, 0
0493, 0, 1, 1
0494, 2, 1, 1
0495, 1, 2, 1
0496, 2, 0, 1
0497, 1, 1, 1
0498, 1, 1, 1
0499, 2, 2, 0
0500, 2, 0, 2
0501, 2, 0, 1
0502, 1, 2, 0
0503, 2, 1, 0
0504, 0, 2, 1
0505, 0, 1, 0
0506, 1, 2, 0
0507, 0, 0, 1
0508, 1, 0, 2
0509, 0, 2, 2
0510, 1, 0, 1
0511, 0, 1, 2
0512, 2, 2, 1
0513, 2, 0, 2
0514, 0, 0, 1
0515, 2, 0, 1
0516, 0, 2, 1
0517, 0, 0, 1
0518, 0, 0, 0
0519, 0, 2, 2
0520, 0, 0, 1
0521, 2, 1, 2
0522, 1, 2, 0
0523, 2, 2, 1
0524, 1, 0, 2
0525, 1, 0, 2
0526, 2, 1, 0
0527, 0, 1, 1
0528, 2, 1, 2
0529, 2, 2, 2
0530, 1, 1, 0
0531, 0, 2, 2
0532, 1, 0, 0
0533, 1, 2, 2
0534, 0, 1, 2
0535, 0, 2, 0
0536, 1, 2, 1
0537, 2, 2, 2
0538, 2, 1, 0
0539, 0, 0, 2
0540, 0, 0, 1
0541, 1, 0, 1
0542, 0, 2, 1
0543, 1, 1, 2
0544, 2, 2, 0
0545, 0, 0, 1
0546, 2, 0, 1
0547, 2, 0, 1
0548, 1, 0, 2
0549, 1, 0, 1
0550, 0, 0, 0
0551, 2, 0, 2
0552, 2, 0, 1
0553, 0, 0, 0
0554, 0, 1, 2
0555, 1, 1, 0
0556, 0, 2, 0
0557, 0, 2, 1
0558, 0, 0, 1
0559, 2, 0, 1
0560, 0, 1, 0
0561, 2, 2, 0
0562, 2, 0, 0
0563, 2, 0, 1
0564, 1, 1, 1
0565, 0, 0, 0
0566, 1, 0, 0
0567, 2, 1, 2
0568, 1, 2, 0
0569, 2, 0, 2
0570, 1, 0, 1
0571, 0, 0, 2
0572, 2, 0, 2
0573, 2, 2, 1
0574, 2, 2, 1
0575, 1, 0, 0
0576, 2, 0, 2
0577, 1, 2, 1
0578, 0, 2, 2
0579, 1, 1, 0
0580, 1, 0, 1
0581, 2, 1, 0
0582, 2, 2, 1
0583, 0, 0, 1
0584, 2, 2, 1
0585, 2, 0, 0
0586, 2, 2, 1
0587, 1, 1, 0
0588, 1, 1, 0
0589, 1, 0, 0
0590, 0, 2, 0
0591, 0, 2, 1
0592, 1, 2, 1
0593, 2, 0, 1
0594, 0, 0, 1
0595, 0, 0, 1
0596, 1, 0, 2
0597, 1, 0, 1
0598, 1, 1, 2
0599, 0, 1, 2
0600, 0, 1, 0
0601, 1, 2, 2
0602, 0, 2, 1
0603, 0, 0, 0
0604, 1, 0, 1
0605, 0, 2, 0
0606, 1, 1, 0
0607, 2, 2, 2
0608, 1, 0, 0
0609, 0, 1, 0
0610, 2, 2, 2
0611, 0, 1, 2
0612, 1, 1, 2
0613, 0, 1, 1
0614, 1, 2, 0
0615, 1, 1, 2
0616, 2, 1, 1
0617, 0, 1, 1
0618, 1, 2, 2
0619, 0, 2, 0
0620, 0, 0, 0
0621, 1, 0, 1
0622, 1, 2, 2
0623, 1, 1, 1
0624, 0, 0, 2
0625, 2, 1, 0
0626, 2, 1, 0
0627, 2, 1, 1
0628, 1, 0, 0
0629, 0, 1, 0
0630, 0, 0, 1
0631, 2, 1, 2
0632, 2, 2, 1
0633, 1, 2, 2
0634, 2, 2, 1
0635, 1, 1, 1
0636, 1, 0, 2
0637, 1, 0, 0
0638, 0, 2, 0
0639, 1, 1, 1
0640, 1, 0, 0
0641, 1, 2, 0
0642, 0, 2, 0
0643, 1, 2, 0
0644, 2, 0, 0
0645, 0, 2, 2
0646, 2, 0, 1
0647, 0, 2, 1
0648, 1, 2, 1
0649, 1, 0, 2
0650, 0, 1, 0
0651, 1, 2, 0
0652, 2, 2, 2
0653, 1, 0, 1
0654, 1, 0, 1
0655, 2, 1, 1
0656, 0, 1, 2
0657, 0, 0, 0
0658, 0, 1, 2
0659, 2, 0, 1
0660, 1, 0, 0
0661, 1, 2, 2
0662, 0, 2, 2
0663, 0, 2, 0
0664, 2, 1, 1
0665, 0, 1, 1
0666, 0, 1, 2
0667, 1, 0, 1
0668, 2, 2, 2
0669, 0, 2, 0
0670, 2, 1, 2
0671, 1, 0, 1
0672, 1, 1, 0
0673, 1, 2, 2
0674, 1, 1, 2
0675, 1, 1, 2
0676, 2, 1, 0
0677, 0, 2, 2
0678, 2, 1, 2
0679, 1, 2, 1
0680, 0, 0, 2
0681, 0, 0, 1
0682, 1, 1, 0
0683, 1, 2, 2
0684, 1, 1, 1
0685, 0, 2, 2
0686, 2, 2, 2
0687, 2, 2, 2
0688, 2, 0, 0
0689, 0, 1, 1
0690, 1, 2, 2
0691, 1, 2, 2
0692, 2, 0, 0
0693, 2, 2, 0
0694, 0, 1, 2
0695, 0, 2, 1
0696, 0, 0, 2
0697, 2, 2, 1
0698, 2, 2, 2
0699, 0, 0, 1
0700, 1, 0, 1
0701, 1, 0, 2
0702, 1, 0, 2
0703, 0, 2, 1
0704, 1, 0, 1
0705, 0, 1, 2
0706, 1, 1, 1
0707, 0, 0, 0
0708, 1, 1, 0
0709, 2, 1, 1
0710, 1, 1, 2
0711, 2, 2, 2
0712, 1, 2, 2
0713, 0, 0, 1
0714, 1, 2, 1
0715, 0, 0, 2
0716, 2, 2, 0
0717, 1, 2, 1
0718, 1, 0, 0
0719, 1, 0, 0
0720, 2, 2, 0
0721, 1, 1, 2
0722, 0, 1, 1
0723, 1, 2, 2
0724, 2, 1, 0
0725, 1, 0, 2
0726, 1, 1, 2
0727, 2, 1, 0
0728, 2, 0, 1
0729, 1, 1, 0
0730, 1, 0, 0
0731, 1, 0, 1
0732, 1, 2, 0
0733, 2, 1, 2
0734, 2, 1, 2
0735, 1, 2, 1
0736, 0, 1, 0
0737, 1, 0, 0
0738, 2, 0, 1
0739, 1, 0, 2
0740, 1, 2, 1
0741, 1, 0, 0
0742, 1, 1, 0
0743, 2, 0, 0
0744, 1, 0, 0
0745, 2, 0, 0
0746, 0, 1, 0
0747, 0, 0, 0
0748, 2, 1, 0
0749, 2, 2, 1
0750, 2, 1, 2
0751, 1, 1, 2
0752, 0, 0, 1
0753, 1, 1, 1
0754, 2, 2, 1
0755, 2, 1, 0
0756, 2, 0, 0
0757, 1, 2, 1
0758, 0, 1, 1
0759, 1, 2, 1
0760, 2, 1, 1
0761, 2, 2, 0
0762, 2, 2, 1
0763, 2, 2, 2
0764, 2, 1, 1
0765, 0, 0, 2
0766, 1, 1, 2
0767, 2, 2, 2
0768, 1, 2, 2
0769, 1, 1, 1
0770, 2, 1, 1
0771, 1, 2, 2
0772, 1, 0, 2
0773, 2, 0, 0
0774, 0, 2, 0
0775, 2, 0, 0
0776, 2, 0, 2
0777, 2, 1, 1
0778, 2, 2, 0
0779, 0, 1, 1
0780, 0, 2, 1
0781, 1, 1, 2
0782, 2, 1, 2
0783, 0, 2, 0
0784, 0, 0, 2
0785, 2, 0, 1
0786, 2, 0, 1
0787, 0, 2, 0
0788, 1, 0, 0
0789, 1, 1, 2
0790, 1, 0, 2
0791, 0, 1, 1
0792, 2, 2, 1
0793, 2, 1, 0
0794, 1, 2, 2
0795, 0, 0, 1
0796, 0, 1, 1
0797, 0, 2, 2
0798, 1, 0, 0
0799, 2, 2, 1
0800, 1, 2, 1
0801, 0, 1, 1
0802, 2, 2, 1
0803, 2, 1, 0
0804, 1, 2, 2
0805, 1, 2, 1
0806, 2, 2, 0
0807, 2, 2, 2
0808, 2, 2, 1
0809, 1, 1, 0
0810, 0, 2, 1
0811, 2, 0, 2
0812, 1, 0, 1
0813, 0, 0, 0
0814, 1, 2, 0
0815, 0, 1, 0
0816, 0, 0, 2
0817, 0, 1, 1
0818, 0, 0, 2
0819, 2, 2, 1
0820, 2, 2, 1
0821, 2, 2, 0
0822, 0, 1, 2
0823, 0, 1, 2
0824, 1, 1, 2
0825, 0, 1, 2
0826, 2, 1, 1
0827, 2, 1, 2
0828, 1, 1, 0
0829, 0, 0, 2
0830, 2, 2, 0
0831, 2, 0, 0
0832, 1, 2, 1
0833, 1, 1, 1
0834, 0, 1, 1
0835, 1, 2, 0
0836, 2, 2, 0
0837, 0, 0, 1
0838, 2, 0, 2
0839, 1, 1, 2
0840, 1, 0, 2
0841, 1, 0, 1
0842, 0, 0, 1
0843, 1, 1, 0
0844, 1, 1, 2
0845, 0, 1, 2
0846, 2, 2, 1
0847, 2, 1, 2
0848, 1, 0, 1
0849, 2, 1, 1
0850, 2, 0, 1
0851, 2, 0, 2
0852, 0, 1, 0
0853, 0, 1, 2
0854, 1, 0, 2
0855, 1, 0, 2
0856, 2, 1, 1
0857, 2, 0, 1
0858, 0, 0, 1
0859, 2, 0, 0
0860, 2, 2, 0
0861, 1, 0, 2
0862, 1, 2, 0
0863, 1, 0, 1
0864, 2, 0, 1
0865, 0, 0, 2
0866, 2, 0, 2
0867, 2, 1, 0
0868, 2, 0, 1
0869, 0, 1, 1
0870, 0, 2, 2
0871, 2, 2, 2
0872, 2, 0, 1
0873, 1, 1, 0
0874, 2, 2, 2
0875, 0, 2, 1
0876, 2, 1, 1
0877, 2, 0, 2
0878, 2, 0, 0
0879, 0, 2, 2
0880, 2, 0, 0
0881, 2, 1, 2
0882, 0, 2, 0
0883, 2, 1, 0
0884, 2, 1, 2
0885, 1, 1, 0
0886, 1, 1, 1
0887, 2, 0, 2
0888, 0, 1, 1
0889, 2, 0, 2
0890, 1, 0, 2
0891, 2, 1, 0
0892, 2, 0, 1
0893, 2, 1, 1
0894, 2, 2, 0
0895, 1, 2, 2
0896, 2, 0, 0
0897, 0, 2, 1
0898, 2, 2, 1
0899, 1, 1, 0
0900, 0, 2, 2
0901, 0, 1, 1
0902, 0, 0, 2
0903, 1, 1, 0
0904, 1, 2, 1
0905, 2, 1, 1
0906, 2, 0, 2
0907, 0, 1, 0
0908, 1, 1, 0
0909, 2, 2, 2
0910, 1, 2, 0
0911, 2, 1, 0
0912, 1, 2, 2
0913, 2, 1, 1
0914, 1, 2, 1
0915, 2, 1, 2
0916, 1, 0, 2
0917, 1, 0, 1
0918, 1, 0, 1
0919, 0, 0, 2
0920, 2, 2, 1
0921, 1, 2, 0
0922, 1, 1, 0
0923, 1, 0, 0
0924, 0, 1, 1
0925, 1, 1, 0
0926, 1, 2, 1
0927, 0, 0, 0
0928, 1, 2, 0
0929, 1, 1, 2
0930, 1, 1, 1
0931, 1, 1, 2
0932, 2, 1, 2
0933, 1, 2, 2
0934, 2, 0, 0
0935, 1, 0, 0
0936, 1, 1, 0
0937, 0, 0, 0
0938, 1, 1, 1
0939, 1, 0, 0
0940, 2, 2, 2
0941, 0, 0, 2
0942, 2, 1, 2
0943, 2, 0, 0
0944, 2, 0, 0
0945, 0, 0, 1
0946, 1, 1, 2
0947, 0, 2, 2
0948, 0, 2, 2
0949, 2, 2, 0
0950, 0, 0, 1
0951, 0, 0, 0
0952, 2, 0, 0
0953, 2, 0, 2
0954, 2, 2, 1
0955, 0, 1, 1
0956, 1, 1, 2
0957, 0, 2, 2
0958, 1, 0, 1
0959, 0, 1, 1
0960, 0, 0, 0
0961, 2, 2, 2
0962, 2, 0, 0
0963, 2, 0, 0
0964, 1, 1, 1
0965, 1, 0, 2
0966, 0, 2, 0
0967, 2, 0, 0
0968, 1, 1, 1
0969, 0, 1, 1
0970, 1, 1, 0
0971, 0, 1, 2
0972, 0, 2, 1
0973, 0, 1, 2
0974, 0, 0, 2
0975, 0, 2, 1
0976, 0, 2, 2
0977, 1, 1, 1
0978, 1, 2, 0
0979, 2, 2, 2
0980, 1, 1, 0
0981, 0, 0, 2
0982, 0, 2, 2
0983, 0, 2, 0
0984, 0, 1, 1
0985, 2, 0, 2
0986, 1, 0, 2
0987, 0, 0, 0
0988, 2, 0, 2
0989, 0, 1, 1
0990, 0, 2, 1
0991, 2, 1, 2
0992, 0, 1, 1
0993, 1, 0, 1
0994, 2, 1, 1
0995, 1, 2, 0
0996, 2, 0, 1
0997, 2, 1, 0
0998, 1, 1, 0
0999, 2, 0, 2
1000, 1, 2, 1
1001, 1, 1, 0
1002, 1, 2, 1
1003, 0, 1, 2
1004, 2, 1, 0
1005, 1, 0, 0
1006, 1, 0, 0
1007, 1, 0, 0
1008, 1, 0, 1
1009, 0, 2, 1
1010, 1, 2, 1
1011, 2, 1, 1
1012, 0, 0, 2
1013, 1, 0, 1
1014, 0, 1, 0
1015, 0, 2, 1
1016, 0, 0, 0
1017, 0, 1, 0
1018, 2, 2, 1
1019, 1, 2, 0
1020, 1, 2, 0
1021, 1, 2, 1
1022, 1, 2, 0
1023, 1, 2, 0
1024, 2, 0, 0
1025, 0, 2, 0
1026, 1, 1, 0
1027, 1, 2, 1
1028, 1, 1, 2
1029, 2, 0, 1
1030, 0, 2, 1
1031, 2, 1, 2
1032, 2, 0, 1
1033, 0, 0, 0
1034, 1, 2, 2
1035, 2, 1, 0
1036, 2, 0, 1
1037, 0, 1, 0
1038, 2, 0, 2
1039, 1, 0, 0
1040, 2, 0, 2
1041, 0, 0, 2
1042, 0, 1, 2
1043, 1, 0, 1
1044, 1, 1, 2
1045, 1, 0, 1
1046, 1, 0, 2
1047, 1, 2, 0
1048, 1, 1, 1
1049, 1, 1, 0
1050, 2, 1, 0
1051, 0, 2, 0
1052, 2, 1, 0
1053, 1, 0, 0
1054, 2, 1, 0
1055, 2, 1, 1
1056, 1, 0, 0
1057, 2, 0, 1
1058, 0, 1, 1
1059, 0, 2, 2
1060, 0, 2, 1
1061, 1, 1, 1
1062, 2, 0, 2
1063, 0, 2, 0
1064, 2, 2, 0
1065, 0, 0, 0
1066, 2, 2, 1
1067, 1, 0, 1
1068, 2, 1, 0
1069, 1, 1, 0
1070, 0, 1, 1
1071, 0, 2, 0
1072, 1, 0, 0
1073, 2, 1, 1
1074, 2, 0, 1
1075, 1, 2, 1
1076, 0, 0, 2
1077, 2, 0, 1
1078, 1, 1, 0
1079, 0, 1, 2
1080, 2, 0, 1
1081, 2, 1, 2
1082, 2, 0, 0
1083, 0, 1, 1
1084, 0, 1, 1
1085, 0, 0, 2
1086, 2, 1, 1
1087, 1, 1, 0
1088, 2, 1, 1
1089, 0, 0, 0
1090, 2, 0, 2
1091, 2, 1, 1
1092, 1, 2, 0
1093, 1, 0, 2
1094, 1, 0, 1
1095, 1, 0, 1
1096, 1, 0, 2
1097, 0, 0, 0
1098, 1, 0, 2
1099, 2, 2, 2
1100, 0, 1, 2
1101, 0, 0, 1
1102, 2, 0, 2
1103, 0, 0, 0
1104, 0, 1, 0
1105, 2, 1, 1
1106, 2, 0, 0
1107, 2, 1, 1
1108, 0, 1, 1
1109, 2, 0, 1
1110, 2, 1, 2
1111, 2, 1, 2
1112, 1, 2, 2
1113, 1, 1, 0
1114, 2, 0, 1
1115, 2, 1, 0
1116, 1, 1, 0
1117, 2, 2, 1
1118, 1, 0, 0
1119, 2, 2, 0
1120, 2, 0, 1
1121, 0, 2, 0
1122, 0, 0, 0
1123, 2, 0, 2
1124, 1, 2, 1
1125, 0, 0, 1
1126, 0, 2, 1
1127, 1, 1, 2
1128, 2, 2, 2
1129, 2, 1, 1
1130, 0, 2, 2
1131, 2, 0, 0
1132, 2, 1, 2
1133, 1, 2, 1
1134, 2, 1, 2
1135, 2, 1, 2
1136, 2, 2, 1
1137, 1, 1, 0
1138, 0, 0, 1
1139, 0, 0, 0
1140, 0, 0, 2
1141, 2, 2, 2
1142, 2, 1, 2
1143, 2, 1, 2
1144, 0, 2, 2
1145, 1, 0, 1
1146, 1, 2, 2
1147, 0, 1, 2
1148, 0, 1, 0
1149, 1, 0, 0
1150, 1, 1, 0
1151, 2, 2, 1
1152, 2, 0, 1
1153, 0, 2, 2
1154, 0, 1, 1
1155, 2, 1, 2
1156, 0, 1, 1
1157, 0, 0, 2
1158, 2, 2, 2
1159, 0, 0, 0
1160, 0, 1, 0
1161, 0, 0, 2
1162, 2, 0, 0
1163, 2, 0, 2
1164, 2, 0, 0
1165, 0, 0, 0
1166, 0, 2, 0
